;page;arrêt;date;juridiction
342;345;LA COUR  Vu les art  1937 1939  Cod  civ   Attendu que si  aux termes de l'art  1937  le dépositaire doit restituer la chose déposée à celui qui a été indiqué pour la recevoir  la disposition de cet article n'est applicable qu'au cas où la remise est faite pendant la vie de la personne qui a fait le dépôt    Attendu que si le déposant meurtavant que le dépôt ait élé remis à la personne indiquée  la chose déposée ne peut  selon la disposition formelle de l'art  1939  être rendue qu'à son héritier   Qu'en effet  dans le cas prévu par cet article  celui qui a fait le dépôt n'a point cessé d'être propriétaire de la chose déposée  et que si elle pouvait être remise per le dépositaire à d'autres qu'aux héritiers du déposant  il en ré>  sullerait que le dépôt pourrait faciliter  en les déguisant  des libéralités prohibées par la loi  Attendu que c'est à cet inconvénient  691  Jurisprudence de la Cour de cassation   692   que l'art  1939 a eu pour but de pourvoir tout en se conformant d'ailleurs au principe d'après lequel le mandat prend fin à la mort du mandant     Attendu qu en décidant que le dépôt fait par la dame de Bouvet avait pu êlre remis après sa mort  au sieur de Cayeux  tiers désigné pour le recevoir  et qu'en refusant d'en ordonner la restitution à la demanderesse  héritière de la dame de Bouvet  l'arrêt attaqué a violé les articles précités   Casse  etc   ; 29 avr. 1846.;Ch.civ.
343;347;   Statuant sur les deux premiers moyens de cassation   Vu les art  1350 1351 1108 et 1134  Cod  civ   Attendu  en droit  que le jugement du 2 avr  1840  devenu irrévocable entre tous les cohéritiers Roseau   les avait définitivement replacés dans leur premier état d'indivision  comme s'il n'y avait eu encore aucun partage des biens qui leur étaient communs  Atlendu que ce résultat nécessaire du jugement était acquis lotit aussi bien à celles des parties contre lesquelles il avait été poursuivi  qu'à la dame de Beaumont qui l'avait obtenu   que le bénéfice en appartenait ainsi à toutes d'une manière particulière et privative   et qu'aucune d'elles n'en pouvait êlre dépouillée sans son consentement ou pour des causes non autorisées par la loi    Attendu  dès lors  que le désistement ou la renonciation de la dame de Beaumont ne pouvant porter que sur ce qui lui élait personnel dans le jugement du 2 avr  1840  les droits qui résultaient de ce jugement en faveur de la dame Deuzy  ne pouvaient recevoir aucune atteinte par un acte qui lui élait absolument étranger   Attendu qu'il importait peu qu'avant ce jugement la dame Deuzy eût aliéné en tout ou en partie les biens qui lui étaient échus par le partage annulé  et qu'elle fût  par suite d'un nouveau partage  exposée à un recours en garantie de la part de ses acquéreurs    Qu'elle n'a pu transmettre à ceux ci que les droits qu'elle avait elle même sur les biens vendus  avec les conditions auxquelles ils étaient soumis  et que ces droits résultant d'un partage entaché dès son principe de nullité  ont été résolus par un jugement qui a acquis l'autorité de la chose jugée    Attendu cependant que  tout en réconnaissant les effets irrévocables de ce jugement  et qu'il avait replacé  sans aucune distinction  toutes les parties dans l'état où elles étaient avant le partage de 1823  l'arrêt attaqué a déclaré la demanderesse non recevable à en poursuivre l'exécution et à s'opposer à l'acceptation en son nom par ses créanciers du désistement de la dame de Beaumont  sous  le prétexte qu'elle s'était mise  en aliénant son lot  dans l'impossibilité d'en faire le rapporta la masse à partager  et qu'elle ne pouvait  par son fait  troubler la possession paisible qu'elle avait assurée à ses acquéreurs   Qu'en statuant ainsi  cet arrêta  d'une manière directe et formelle  porté atteinte aux effets que le jugement du 2 avr  1840 est nécessairement appelé à produire  et a  parla  expressément violé l'autorité de la chose jugée  puisqu'il a rendu au partage du 6 juin 1823 une existence et une valeur que celle chose jugée lui avait fait perdre   Attendu que la renonciation de la dame de Beaumont ne pouvant faire revivre  au préjudice de la demanderesse  le partage du 6 juin 1823  ni lui enlever le droit d'exiger un nouveau partage  il fallait  pour rétablir les choses dans leur premier état  en ce qui la concerne  qu'elle acceptât cette renonciation et qu'elle consentit elle même à ce que le partage annulé reprît toute sa force entre les ayant droit aux biens sur lesquels il porte   Attendu que  si les créanciers sont admis  aux termes de l'art  1166  Cod  civ   à exercer les droits de leur débiteur  celte faculté s'applique  non à des cas où il s'agit  comme dans l'espèce  de créer une convention qui  dépendant essentiellement de la volonté du débiteur  ne peut être consentie parlui   mais à des droits existans  et qu'il refuse ou néglige d'exercer lui même au détriment de ses créanciers    j Attendu  en conséquence  qu'en autorisant  soit la dame Martel  veuve Roseau  soit les autres défendeurs intervenant dans la cause comme créanciers de la dame Deusy  à accepter au nom de celleci la renonciation de la dame de Beaumont au bénéfice du jugement du 2 avr  1840  et à consentir malgré son opposition et pour elle  à ce que le partage notarié du 6 j uin 1823 fût rétabli entre les parties de ce jugement  comme s'il n'avait pas été annulé  l'arrêt attaqué a faussement appliqué l'art  1166  Cod  civ   et violé par suite l'art  1108  mémecode   Sans qu'il soit besoin de statuer sur les autres moyens   Casse  etc   ; 11 mai 1846.;Ch. civ. 
344;348;LA COUR   Atlendu que l'art  106  Cod  comm   n'est nullement applicable à l'espèce  parce qu'il a seulement pour objet de régler les différends qui peuvent s'élever entre le destinataire et le voilurier     Attendu que le jugement attaqué constate  en fait  que la réception des vins a été faite sans réclamation régulière ou légale   que ce n'est que tardivemenl el après qu'il a eu longtemps le vin à sa disposition  que le demandeur s'est plaint de sa qualité el a provoqué une vérification impossible et la nullité de la vente    Attendu  enfin  que le jugement attaqué déclare qu'on ne sau   rait  avec des élémens d'appréciation si vagues et si peu légaux que ceux allégués par Ferrein  détruire une vente régulièrement consentie par la réception de la marchandise qui en a fait l'objet   Atlendu que la réception de la marchandise esl un fait que les juges de la cause ont pu souverainement apprécier  et que ce fait élantreconnu  on a failune saine application de l'art  1587  Cod  civ   en décidant que la marchandise étant reçue  la vente étail dévenue irrévocable  Qu'en le jugeantainsi  lejugement n'a pu violer aucune loi   Rejette  etc   ; 15 av. 1846.;Ch. req.
345;348;  Sur le 1er moyen   Attendu que le septième juré était désigné ainsi qu'ilsuit   « Chapus  Barthélémy  marchand de « grains et maire à Comps »   et que la décision du jury a été signée   Jean Chapus    Attendu que  si le prénom Barthélémy est celui de Chapus père  né le 8 déc  1773  et non celui de Chapus fils  qui a siégé comme juré  et dont les prénoms sont   JeanAntoine  et que si la qualité de marchand de grains paraît applicable à Chapus père  patenté comme blatier jusqu'en 1845  plutôt qu'à Chapus fils  patenté depuis cette époque comme fabricant huilier  d'une autre part  la qualité de maire de Comps donnée au juré désigné  et qui s'applique à Chapus fils  dissipait toute incertitude sur la personne appelée  el démontrait que cette personne élait Chapus fils  maire de Comps  et non Chapus père  dispensé par son âge des fonctions de juré    Attendu que l'absence de toute réclamation de la part dès intéressés  lors de l'appel dès jurés  indique que les parties elles mêmes ont ainsi compris la désignation faite sur la liste    D'où il suit que le moyen tiré de là violation des art  30 31 et 34 de la loi du 3 mai 1841 manque en fait  Sur le 2° moyen    (Sans intérêt)   Sur le 3e moyen     Attendu qu'il résulte du procès verbal du 2 avril  que les jurés ont témoigné le désir de se rendre individuellement sur les lieux litigieux  el que le magistral directeur  déférant à ce désir  a renvoyé la séance au lendemain   Atlendu que celte visite des lieux  qui a précédé la constitution du jury dé jugement et la prestation du serment des jurés  ne peut  dans l'état des faits  être considérée que comme une démarche individuelle el privée  purement officieuse  de citoyenseneoresansqua t lité  et non comme une opération légale du jury    Attendu que c'est seulement le lendemains avril  qu'après un npuvelappel des jurés  la cause du demandeur en cassation a étéàppelée  et qu'il a été procédé tant aux récusations et à la formation du jury de jugement qu'à la prestation du serment des jurés   Attendu qu'il a été satisfait à l'art  36 par la prestation du serment ayant que lé jury ait ainsi procédé à ses opérations    Attendu que les jurés et les parties convoquées le 2 avril  jour fixé par l'assignation  ont élé dûment avertis que la cause élait continuée au lendemain  que tous ont comparu le 3 avril  el qu'il a été procédé sans qu'aucune réclamation ait été élevée ni aucune réserve faite  soit sur la réunion du jury et l'appel de la cause audit jour  soit sur la visite dés lieux ordonnée  la veille    D'où il suit qu'il n'y a eu violation ni de l'art  36  ni de l'art  31 delà loi du 3 mai 1841    Rejette  etc   ; 22 juill. 1846.;Ch. civ.
346;349;LA COUR     Attendu que l'arrêté pris le 10 avr  1845 par le préfet de la Manche  pour la suppression des tours  ordonne   par son art  10  aux propriétaires de toute maison d'accouchement de tenir un registre sur lequel seront inscrites toutes les femmes ou filles qui y séjourneront pendant leur grossesse ou pour y faire leurs couches   que celte disposition  est appuyée sur l'art  475  n  2  Cod  pén   et sur la qualification de lieux publics donnes dans l'arrêté à ces maisons   Attendu que l'art  475 ne peut rendre légale la disposition dont il s'agit   Que les sages  femmes ne peuvent être assimilées aux aubergistes  hôteliers  logeurs ou loueurs  de maisons garnies  ni être tenues des obligations imposées à ceux ci par les lois et règlemens qui les concernent  qu'il ne peut appartenir àl'autorilé administrative d'ajouter aux dispositions dudit article en les étendant à d'autres professions que celles qui y sont dénommées    Attendu que la mesure  considérée en ellemême  ne peut se justifier davantage  puisqu'elle esl contraire au voeu de l'art  378  Cod  pén   qui soumet les sages femmes à garder les secrets dont elles sont dépositaires à raison de leur profession   Attendu  dès lors  que le renvoi de la prévenue ne contient aucune violation de loi   Rejette  etc   ; 18 juin 1846. ;Ch. crim. 
347;349;"    Vu l'art  357  Cod  inst  crim   Atlendu que la lecture de la déclaration du jury  en présence de l'accusé  est une formalité substantielle  qui doit  quoique l'art  357 ne le dise pas expressément  être observée à peine de nullité     Qu'en effet  cette déclaration n'est irréfragable et définitivement acquise que lorsque l'accusé en a reçu officiellement connaissance  et qu'il n'a point réclamé contre elle   Que les observations que l'accusé a le droit de présenter peuvent'exiger que les jurés soient renvoyés dans la chambre de leurs délibérations pour expliquer  compléter ou rectifier la déclaration   Qu'ainsi  la nullité ne doit pas porter seulement sur l'arrêt de condamnation  mais aussi sur la déclaralion elle même  ""  Et attendu  en fait  que le procès verbal des débats ne constate point que la déclaration ait élé lue en présence des demandeurs   que  d'après l'art  372  Cod  inst  crim   toute formalité non mentionnée au procès verbal est légalement présumée n'avoir pas été remplie   Casse  etc  "; 27 nov. 1845.;Ch. crim. 
348;349;"      Statuant sur le pourvoi du procureur général du roi près la Cour royale de Paris  contre l'arrêt de la Cour royale de Paris  chambre des mises en accusation  du 19 déc  1845  dans la partie seulement par laquelle ledit arrêt a annulé l'instruction faite par un juge d'instruction du tribunal de première instance de la Seine  contre François Henry  sur les charges nouvelles survenues contre ce prévenu  et a annulé pareillement l'ordonnance de prise de corps décernée contre lui par la chambre du conseil dudit tribunal  le 19 nov  1845   670)   1"" juin 1844 (Vol  1844 1 670)   1"" août 1845 (Vol  1845 1 840)   (1 2 3) Cela a déjà élé jugé  V  notre Table décenn   v° Jury  n  197 et suiv   699  Jurisprudence de la Cour de cassation   700  Vu le mémoire produit par le demandeur à l'appui du pourvoi    Sur le moyen tiré de la fausse application des art  246  247  248  Cod  inst  crim   el de la violation des art  221 el 231 dudit Code   Vu les art  133  221  246  24 7  248  Cod  inst  crim    Attendu  en droit  que les chambres d'accusation ne sont compétentes pour statuer sur les charges nouvelles survenues contre un prévenu à l'égard duquel les charges antérieures avaient été déclarées insuffisantes  qu'autant que ces chambres ont précédemment connu des charges anciennes  c'est à dire qu'autant qu'elles y ont précédemment statué   Atlendu que  lorsque les premières charges n'ont élé soumises qu'à la chambre du conseil du tribunal de première instance  et que c'est d'elle qu'est émanée l'ordonnance portant qu'il n'y a lieu à suivre  cette chambre n'est dessaisie que relativement aux charges existantes lors de celte ordonnance  et qu'en cas de charges nouvelles  elle est ressaisie de plein droit à l'effet de statuer de nouveau sur la prévention    Allendu  en fait  que  dans l'espèce  la Cour royale de Paris  chambre des mises en accusation  n'avait rien statué sur les premières charges résultant des poursuites dirigées contre François Henry  absent  inculpé de vol qualifié  à raison duquel les charges n'ayant pas paru suffisantes  la chambre du conseil du tribunal de première instance de la Seine avait rendu  le 27 janv  1843  une ordonnance qui déclarait n'y avoir lieu à suivre  quant à présent  contre ledit Henry  Attendu que celte ordonnance n'a point été attaquée par la voie de l'opposition  en sorte que la chambre des mises en accusation n'a point été appelée à en connaître  que  dans cet état  des charges nouvelles ayant été découvertes contre François Henry  la chambre du conseil du tribunal de première instance de la Seine avait incontestablement le droit de les apprécier  qu'elle y a statué par son ordonnance de mise en prévention du 19 nov  1845  que la chambre d'accusation  au lieu de procéder conformément aux art  221 et 231  Cod  inst  crim   a décidé  au contraire  que le tribunal de première instance ne pouvait plus connaître de l'affaire  et que c'était le cas de procéder conformément aux arl  246  247 el 248 dudit Code   qu'en conséquence  elle a annulé l'ordonnance de mise en prévention décernée contre François Henry  ainsi que l'ordonnance de prise de corps qui en a été la suite   qu'en jugeant ainsi  l'arrêt attaqué a fait une fausse application de ces articles  et a violé les art  221 et 231 dudit Code  Casse  ete   "; 13 mars 1846.;Ch. crim.
349;350;"LA COUR   Sur le premier moyen  pris de la fausse application de l'art  62 de la loi du 15 av  1829  en ce que la prescription d'un mois établie parle premier paragraphe de cel article  en faveur des prévenus de délits de pêche désignés au procès verbal  ne pouvait  danstespèce  s'appliquer au sieur Marteau  impliqué dans une prévention commune à cinq autres individus qui n'avaient élé reconnus que postérieurement à la rédaction de cet acte  et avant que la prescription de trois mois dont ils auraient eu personnellement à se prévaloir  leur eût élé acquise   Attendu qu'il n'existe dans le Cod  d'iusl  crim  aucune disposition qui interdise   soit au ministère public de diviser les poursuites  soit aux juges d'y statuer séparément  Que ce Code n'a pas  en ce qui concerne les simples délits  déterminé un mode de procéder différent de celui qui  dans son art  307  se rapporte au jugement de plusieurs accusés d'un même crime   Que  dans ce cas  la jonction des procédures esl  tant pour le procureur général que pour le président des assises  une faculté et non une obligation  Qu'il en doil êlre ainsi  à plus juste litre  quand de plusieurs délinquants  un seul a pu être immédiatement traduit en justice  les autres étant restés inconnus     Que l'ajournement forcé de toute autre poursuite se rattachant au même délit  ne saurait avoir pour effet dé priver celui donl la cause est prête à recevoir jugement  des immunités que    ""   (1) La jurisprudence et les auteurs sont d'accord sur ce point  que les poursuites portées devant un juge incompétent par une partie ayant qualité pour lés exercer  interrompent la prescription  à moins cependant qu'il n'y  ait un jugement déclarant l'incompétence avant que de nouvelles poursuites aient été intentées en temps utile  V  à cet égard  les autorités citées dans notre Vol  de 184S 2 537  en note de l'arrêl de la Cour def pitiers du 2 avril 1848  cassé par celui que nous recueillons ici   Mais  il faut bien le remarquer  cette Cour n'avait nullement entendu juger le contraire par son arrêt   seulement  partant do ce principe  également bien constant (V  ubi supra)  que les poursuites dirigées par une personne sans qualité pour poursuivre  n'ont point d'effet inlerruplif  elle avait décidé que  dans l'espèce  s'agissant d'un délit commis par un magistrat qui ne pouvait être cité que devant la Cour royale  à la requête du procurour général  la citation donnée au nom de l'administration forestière émanait d'une personne sans  droit pour poursuivre  La Cour de cassation  au contraire  considérant qu'il s'agit d'un délit de pêche qui  do sa nature  peut être poursuivi par l'administration forestière  juge que la citation donnée à la requête de celle administration  consiitue un acte valable  inlerruplif de la prescription  malgré l'incompétence de la juridiction correctionnelle  à raison de la qua  lilé de magistrat dont le prévenu étail revêtu   Nous avouerons que la décision do la Cour de Poitiers nous semble plus juridique  Qu'importe en effet  qu'en thèse générale  l'administration fût investie du droit de poursuivre la répression des délits de la nature de celui reproché au prévenu  si  par une dérogation particulière au droit commun  elle lui refuse ce droit   de poursuite àl'égardde certaines personnes   N'est il pas vrai de dire qu'en un tel cas  comme l'avait jugé l'arrêt attaqué  la poursuite qu'elle avait intentée procédait d'une personne sans qualité pour l'exercer  D'où la conséquence que celle poursuite  portée devant un juge incompétent  ne pouvait avoir un effet inlerruplif de la prescripiion  En tout cas  et en admettant le système consacré ici par la Cour de cassation en faveur do l'administration forestière  il conduirait nécessairement à décider  par similitude déraison  que  dans le cas où un particulier  au mépris de l'art  479  Cod  inst  crim   aurait traduit un magistrat devant la juridiction correctionnelle pour réparation d'un délit ordinaire  ces poursuites  ainsi intentées par une personne sans qualilé  eldevanl une juridiction incompétente  seraient mterruptives de la prescription du délit  Or  esf il bien certain que la  Cour voulût pousser jusque là l'application do son système     ""    701  Jurisprudence de la Cour de cassation  702  lui assure sa situation personnelle  et la découverte ultérieure de ses complices  rendre force et vie à une action qui  si elle est couverte par la prescription  se trouve irrévocablement éteinte   Rejette ce moyen     Mais en ce qui touche le deuxième moyen  tiré de la violation de celte règle  qu'une citation donnée devant un juge incompétent n'en esl pas moins dans certain cas interruptive de la prescription   Attendu que des actes de poursuite ou d'instruction émanés d'une partie ayant caractère pour poursuivre et pour instruire sur le fait du délit considéré en lui même  sont des actes valables   qu'ils ont un caractère juridique  quel que soit le tribunal qui  à raison de la qualité du prévenu  devra postérieurement en connaître  Qu'ils établissent donc légalement que l'action de la justice a élé mise en exercice  el que   lorsqu'ils précèdent l'expiration du délai assigné à la prescription  ils en arrêtent le cours    Attendu qu'en matière de délits de pêche  l'administration des eaux et forêts a été investie par l'art  36  de la loi du 15 avr  1829  du droit d'exercer  conjointement avec les officiers du ministère public  toutes les poursuites et actions en réparation de ces délits   Que si l'art  479  Cod  d'inst  crim   établit une exception à l'exercice de ce droit  en créant pour une certaine classe de délinquans une juridiction privilégiée  devant laquelle le procureur général a seul le pouvoir de les traduire  il ne s'ensuit pas que la citation donnée à la requête de ladite administration devant le tribunal qui n'était incompétent qu'à raison delà qualité du prévenu  n'ait pu constituer un acte valable de nature à interrompre la prescription  Qu'ainsi  l'arrêt attaqué   en refusant ce caractère et cet effet à la citation du 13 fév  1845 qui appelait le sieur Marteau  prévenu d'un délit de pêche  devant le tribunal correctionnel de Châtellerault  a violé les art  637 et 638  Cod  d'inst   crim  et faussement appliqué l'art  479 du même Code  Casse  etc   "; 18 avr. 1846.;Ch. crim.
350;351;  Vu l'art  16 de la loi du 21 oct  1814  Vu également l'art  365  Cod  inst  crim    Attendu que la disposition génénérale contenue en l'art  365  Cod  inst  crim   reçoit exception pour les cas où des lois spéciales le décident ainsi   Attendu qu'il résulte de l'art  16 de la loi du 21 oct  1814 que la déclaration et le dépôt sont deux obligations distinctes imposées à l'imprimeur  qu'elles peuvent exister séparément  et sont passibles l'une et l'autre d'une amende particulière   que le sens naturel de cet article  d'après les termes dans lesquels il est conçu  est que chacune de ces contraventions doit êlre punie de l'amende fixée  et que ces deux amendes sont encourues lorsque les deux contraventions sont réunies  Attendu  en conséquence  que la Cour royale dé Toulouse  en se fondant sur la disposition ci dessus transcrite de l'art  365  Cod   inst  crim   pour condamner la prévenue a une seule amende de 1 000 fr   lorsqu'il étail constaté et reconnu qu'elle avait imprimé sans déclaration préalable  et publié sans avoir fait de dépôt  a faussement appliqué ledit art  365  et formellement violé l'art  16 de la loi du 21 oct  1814  ci dessus cité   Casse l'arrêt rendu lé 9 juill  dernier par la Cour royale de Toulouse  etc  ; 14août 1846.;Ch. crim.
351;351;    Vu les art  17 et 19 de la loi du 28 avr  1816  et l'article unique de la loi du 23 avr  1836  sur la circulation des boissons     Vu aussi les art  26 et 36 du décret du 1er germ  an 13   Attendu  en droit  que le premier de ces articles impose à tous voituriers   bateliers et autres qui transportent ou conduisent des boissons  l'obligation de représenter à toute réquisition des employés des contributions indirectes  des douanes et des octrois  les congés  passavans  acquits à caution ou laissez passer dont ils doivent être porteurs   que la loi du 23 avr  1836  sur la   circulation des boissons  exige que celle représentation soit immédiate  et ne permet d'accorder aucun délai au conducteur ou porteur de boissons pour la faire  Que ledéfaul de représentation imniédiate par le yoitiirier ou autre conducteur des boissons  des expéditions de la régie  constitue une contravention prévue et punie par les art  17 et 19 de la loi du 28 avr  1816    Attendu que les procès verbaux des préposés de l'administration des contributions indirectes  lorsqu'ils sont régulièrement affirmés   font foi jusqu'à inscription de faux  et que  d'après l'art  26 du décret du lor germ  an 13  les tribunaux ne peuvent admettre contre lesdits procèsverbaux d'autres nullités que celles résultant  dé l'omission des formalités prescrites par la loi   Attendu enfin que l'art  36 du même décret autorise la régie à poursuivre les conducteurs  sans êlre tenue de mettre en cause les propriétaires   quand même ils seraient indiqués  El attendu  en fait  que  par un procès verbal régulier du 9 mai 1845  les préposés des conlribulions indirectes à la résidence d'Epinal cl de Saint Dié ont constaté que le même jour  à quatre heures du soir  ils avaient rencontré le nommé Trulersheim (désigné dans le procès verbal sous le nom de Troiechamm)  conduisant une voilure chargée de trois fuis devin blanc    Que  sur la sommation à lui faite de représenter les expéditions de la régie dont il devait être porteur  il a répondu ne pas en avoir  que si  plus lard  et pendant que les préposés rédigeaient leur procès ververbal  le sieur Laurent Claude  propriétaire du chargement  est intervenu et a représenté les expéditions applicables au chargement  celte représentation tardive ne peut suppléer à l'exhibition immédiate que devait faire le conducteur  Qu'il n'était pas permis aux tribunaux d'admettre aucune preuve contre ce fait régulièrement constaté  ni de refuser de prononcer la peine encourue par Trulersheim  pour n'avoir pas  à l'instant même de la sommation à lui faile   représenté les expéditions dont il aurait dû êlre porteur   Que cependant le tribunal correctionnel supérieur d'E   pinal a renvoyé Trulersheim des poursuites dont il était l'objet  en se fondant  sur ce qu'il n'avait usé d'aucun stratagème  ni demandé aucun délai pour faire des justifications  ce qui était contraire au procès verbal  el sur ce que la régie n'avait pas mis en cause le sieur Laurent Claude  propriétaire des vins   Qu'en prononçant ainsi et en refusant d'appliquer à Trulersheim la peine portée par l'art  19 delà loi du 28 avr  1816  il a violé la foi due au procèsverbal el les articles de la loi ci dessus visés   Casse  etc   703  Jurisprudence de la Cour de cassation   704  ; 28mars 1846. ; Ch.crim. •
352;352;"  Sur le premier moyen   Vu les art  169 et 170  Cod  pén   408 el 413  Cod  inst  crim    Attendu qu'un greffier de justice de paix ne peut pas êlre considéré comme un comptablé public  à raison des sommes que les parties lui remettent pour payer les amendes ou les frais auxquels elles ont élé condamnées     Qu'en effet  aucune loi ne lui donne le caractère d'intermé"" diaire enlre les parties et l'administration chargée du recouvre    ment des amendes el des frais     Qu'il n'est  dès lors  pour les sommes qu'il reçoit avec ces destinations  qu'un simple mandataire  el qu'ainsi le détournement qu'il en commet ne peut constituer le crime prévu par les art  169 el 170 précités  mais seulement le délit d'abus de confiance prévu par l'art  408  Cod  pén    Sur le second moyen   Vu les art  212  213 et 214  Cod  inst  crim    Attendu que la juridiction correctionnelle avait élé légalement saisie de la connaissance du délit d'abus de confiance ini '   pulé a Raissac  résultant dudétournement de sommés  à lui remises par diverses personnes pour payer des amendés ou dès frais    ' Attendu qu'aucune disposition de loi n'autorise les tribunaux cor    rectipnnels à se déclarer incompélens pour d'autres causes que \ celles spécifiées aux art  213 et 214  Cod  inst  crim   et qu'ils ne '' peuvent se dessaisir de la connaissance des fails qui sont de leur ' compétence  à raison de la connexilé prétendue de ces fails avec ' d'autres qui pourraient donner lieu à une poursuite devant une [ juridiction différente  Et attendu  en fait  que Raissac avait élé renvoyé  par ordon  ' nance de la chambre du conseil du tribunal d'Angoulême du 16 ' "" juill  1845  devant la juridiction correctionnelle  comme suffisamment prévenu  notamment d'avoir détourné à son profit des som  ' mes qu'il avait reçues des parties pour les amendes qui avaient été ' prononcées'au profil du Trésor   Que ce fait ne constituait pas le ' crime prévu par les art  169 el 170  Cod  pén   mais seulement le ' délit prévu par l'art  408 du même Code   Que la Cour royale de ] Bordeaux (chambre des appels de police correctionnelle)  en était   régulièrement saisie  par l'appel interjeté par Raissac du jugement du Iribunal correctionnel d'Angoulême  du 6 déc  1845     ' Qu'elle devait statuer sur celte partie de la prévention   Que dès ' lors  en déclarant la juridiction correctionnelle incompétente pour en connaître  par le motif que le délit pouvait être connexe aux autres fails  ayant le caractère de crime  à raison desquels Raissac pouvait êlre poursuivi  la Cour royale de Bordeaux a for  ' mellement violé les arl  169 et 170 précités  et faussement appli  '  que l'art  214  Cod  inst  crim   Casse l'arrêt delàtlour royale de Bordeaux du 11 mars 1846  etc    L '    '■    ' r      "; 22 août 1846.;Ch. crim. 
353;352;    Vu les art  14  lii  13  de la loi du22 août1791   2  lit  4  de celle du 4 germ  an 2     Vu aussi l'art  223 de là loi du 28 avr  1816   Allendu que l'art  223 delà loi du 28 avr  1816  attribue nommément mxpréposés des douanes Iedroilde  çônslà   ter la vente  le colportage et la circulation illégaledu tabac  et généralement toutes les fraudes sur le tabae    Qu'il suit de là que les préposés des douanésiqoi constatent  dans l'étenduedu iterriloire où ils exercent leurs fonctions  Une fraude aux lois concernant le colportage et là circulation du tabac  agissent  non comme employés des conlribulions indirectes  mais dansleur caractère de préposés des douanes  caractère sans lequel ils  n'auraient aucun droit d'agir  et à raison duquel seulement ils doivent jouir de  la protection el des garanties qui leur sont assurées dans l'exercice ■ de leurs fonctions     Atlendu que les arl  14  tit  13  de la loi du 22 août 1791  el 2  tit  4  de celle du 4 germ  an 2  prononcent là   peine de 500 fr  d'amende  indépendamment de telle autre peinequ'il appartiendra contre ceux qui injurient  troublenloumaltraitent les préposés des douanes dans l'exercice dé leurs fonctions   que cette disposition doit être appliquée toutes les fois qu'il y a eu rébellion et mauvais trailemens exercés envers les préposés dés douanes  sans qu'il y ail lieu de rechercher si ]a contravention constatée avait élé commise en matière de douanes  mais seulement si les préposés  en la constatant  avaient agi en leur qualité et avec le caractère légal de préposés desdouanes  Et allendu  en fait  que  par procès verbal du 16 fév  1846  les préposés des douanes à la résidence de Merlimont  agissant à la requête du directeur général des contributions indirectes  niais en leur qualité de préposés des douanes  et en vertu de l'art  223 de la loi du 28 avr  1816  ont constaté une contravention à la loisur la circulation du tabac  à la charge du nommé François Magnier   que ledit Magnier a résisté avec violence» et voies de fait aux préposés el les a maltraités   que dès lors il avait encouru non seulement les peines de la contravention et du délit de rébellion avec   voies de fait  mais aussi l'amende prononcée par les art  4  lit  13   de la loi du 22 aoûl 1791  et 2  lit  4  de celle du 4 germ^ an 2    laquelle amende devait être prononcée indépendamment déjapeine du délit  que cependant le tribunal correctionnel supérieur    (l) Il en esl autrement du détournement par le greffier des sommes à lui remises pour l'enregistrement des jugemens  F» Cass  14 fév  1846  suprâ  pag  529   Jurisprudence de là Cour de cassation   706  de Saint Omer  en reconnaissant l'exactitude des fails constatés à la charge de François Magnier  a refusé de lui appliquer l'amende prononcée par les lois susdatées   en quoi il a formellement violé les articles ci dessus visés desdites lois et l'art  223 de la loi du 28 avr  1816  Casse le jugement rendu le 10 juin 1846 parle tribunal correctionnel supérieur de Saint Omer  etc   ; 13 août 1846. ; Ch. crim.
