,page,arrêt,date,juridiction
96,74,"— Considérant que l'appelant est débiteur de 1,405 fr., pour le montant de la cession qui lui a été faite ; qu'après le décès de Pailler sa veuve et commune a droit pour moitié dans cette créance ; qu'un de ses enfans lui a cédé sa part dans l'autre moitié ; qu'ainsi , il lui appartient les trois quarts, qui sont l'objet des poursuites;— Qu'en vain les appelans allèguent qu' un partage seul peut déterminer si la totalité n'appartiendra pas à celui des deux enfans qui ne lui a pas cédé ses droits; que des cohéritiers peuvent bien réclamer le partage , mais que, s'ils veulent rester dans l'indivision, les débiteurs de la succession ne peuvent les y contraindre , quand il ne s'agil que d'objets mobiliers divisibles; que chacun peut exercer les droits qui lui appartiennent, et qu'enfin , si ce partage a lieu par la suite , la dette de Vallet n'y sera pas comprise, puisqu'elle aura été éteinte par le paiement qui en aura été fait, sauf au dernier enfant à demander, quand il le voudra, contre le débiteur, le quart qui restera dû ;— Dit qu'il a été bien jugé , etc. ", 6 août 1828., C. r. Bourges. 
97,74,"— Considérant qu'au bureau de paix et dans l'assignation par eux donnée devant les premiers juges, les intimés avaient pris la qualité d'héritiers de leur père , ce qui les rendait garans de ses faits, et, par conséquent, non recevables à critiquer la vente par lui faite ; mais que, depuis , ils ont abdiqué le titre d'héritiers ; — Qu'en vain on oppose que cette qualité, une fois prise, est indélébile, que, les successions ne peuvent s'ouvrir que par la mort Lois et Décisions diverses. 
75 
naturelle ou civile ; que Girand père est parti pour les armées comme remplaçant; que rien n'atteste son décès; qu'ainsi les enfans n'avaient que l'action d'envoi en possession, et que la qualité, par eux prise, d'héritiers de leur père , est une erreur depuis reconnue , ce qui, dès lors., ne peut produire aucun effet contre eux... ", 22 juillet 1828. , C. r. Bourges.
98,75," — Vu les art. 2018, 2019, 2185, Cod. civ., et 835, Cod. proc — Considérant qu'il résulte de la combinaison de ces Divers articles, qu'il ne suffit pas au créancier qui veut requérir la mise aux enchères et adjudications publiques de l'immeuble sur lequel il a inscrit, de signifier sa réquisition dans les quarante jours de la notification qui lui a été faite , mais que son acte de réquisition doit encore contenir l'offre de donner caution , jusqu'à concurrence du prix et des charges, avec assignation à trois jours pour la réception de ladite caution , le tout à peine de nullité ;— Considérant que ladite veuve a signifié sa réquisition le dernier jour qui lui était accordé par la loi, et a offert son fils pour caution ; que, sous ce rapport, elle a rempli les formalités requises par la loi, si la caution était offerte jusqu'à concurrence du prix et des charges ; — Que le sieur B , qui, lors du jugement d'admission de la caution, n'avait justifié d'aucuns immeubles, pour constater sa solvabilité, a pensé, sur l'appel, pouvoir y suppléer en consignant, deux jours avant l'audience, une somme do 6,180 francs ; mais reconnaissant lui-même l'insuffisance de cette somme , a augmenté , les plaidoiries ouvertes, celle consignation de la somme do 640 fr. ; — Considérant Considérant , d'après le voeu de la loi, c'est le jour de la réception de la caution qu'il doit être donné à celui qu'on veut déposséder toute garantie des obligations auxquelles il s'est soumis par son contrat d'acquisition , et du recouvrement des avances par lui faites ;— Que cette caution , pour être légale, doit présenter un bien suffisant pour répondre de l'objet de l'obligation, et que sa solvabilité no peut s'estimer qu'eu égard à ses propriétés foncières;— Que le tribunal dont est appel, qui devait préalablement vérifier sa demande , a admis le sieur B comme caution solvable, quoique pour établir sa 
solvabilité il ne présentât aucunes propriétés foncières; — Qu'il ne suffit pas de dire qu'un individu est d'une solvabilité notoire, pour le soustraire à l' exigence de la loi, parceque ce serait une exception, et qu'il n'est pas au pouvoir des tribunaux d'en créer : que ce principe a été consacré par un arrêt de la Cour de cassation du 9 août 1826 (1) , lequel a provoqué la loi du 21 février 1827 (2), pour dispenser, en pareil cas, le trésor de l'Etat d'une caution en immeubles ;— Considérant enfin qu'il résulte, tant des faits de la cause que des articles de loi ci-dessus cités, et de la jurisprudence de la Cour de cassation, et notamment des arrêts des 15 mai 1822 et 27 mai 
1820 (3), que la caution offerte par la dame B n'était pas valable, 
lors du jugement du 21 février dernier, qu'elle devait être rejetée , et la surenchère déclarée nulle ; qu'en supposant que les consignations faites les 23 et 25 avril dernier pussent désintéresser la dame veuve Lautour, on ne peut y avoir aucun égard, comme étant tardives et préjudiciant aux droits acquis à l'appelante, à l'époque du 21 février, les formalités prescrites par la loi n'ayant pas été observées ; — Réformant, déclare nulle et de nul effet la surenchère faite 
par la veuve B de la maison adjugée à la veuve Lautour, le 
7 août 1827, etc. 
", 2 mai 1828. , C. r. Rouen. 
99,76," — Considérant que le ministère public a droit de proposer, de son chef, et la Cour d'accueillir, même d'office, toutes les exceptions péremptoires qui tiennent à l'ordre des juridictions, et à la forme légale des jugemens ; Attendu que la loi du 26 mai 1819 , art. 6, a prescrit la nécessité d'articuler cl préciser distinctement en la plainte , chaque fait incriminé comme injurieux ou diffamatoire, à peine de nullité ; que par là le délit est circonscrit dans les faits qui sont signalés par les termes et circonstances qui les caractérisent ; 
Attendu que l'assignation donnée par la partie de Tailhand fils (Berthon) , devant le tribunal correctionnel, laquelle tient lieu de plainte, à son égard , énonce seulement d'une manière vague, que plusieurs propos injurieux et diffamatoires auraient été tenus contre elle par le prévenu , sans spécifier les termes par lesquels ils auraient été proférés, et qu'un seul, celui d'imputation d'un fait précis de vol remplit bien celle dernière condition , mais manque de la publicité définie et exigée par la loi; 
Attendu que celle imputation aurait été faite dans la maison du juge de paix, un dimanche, c'est-à-dire hors du lieu et du jour de l'audience de ce magistrat, c'est-à-dire dans la maison d'un particulier et sans réunion publique ; 
D'où il résulte que celte imputation , quoique précisée, et les autres , qui sont vagues , ne sortent pas de la classe des injures vulgaires dont la connaissance appartient au tribunal de simple police ; 
Attendu qu'aucun renvoi n'ayant été demandé à ce sujet, le tribunal correctionnel a pu statuer sur le fond de la cause, et qu'alors son jugement a été en dernier ressort ; — Déclare François Berthon , partie de Tailhand fils, non recevable en son appel, etc. 
", 24 décembre 1829. , C. r. Riom. 
100,76," — Considérant que , quoique la créance de Grenouilloux , prise isolément, n'excède pas 1,000 fr., somme jusqu'à laquelle s'étend la compétence en dernier ressort des premiers juges, celte circonstance , dans la cause , n'est pas décisive contre l'appel, en ce qui louche Grenouilloux; qu'en effet, il s'est joint à Frétille, autre créancier, et que leurs créances réunies excèdent 1,000 fr. ; que les deux créanciers ont conclu contre les veuve et héritiers Berger, tiers-saisis, au paiement d'une somme bien supérieure à 1,000 fr., et qu'ils avaient intérêt à ce que cotte somme fût rapportée, puisqu'ils devaient être payés par concurrence ; qu'ainsi, les juges appelés à statuer sur un intérêt excédant 1,000 fr. , n'ont pu prononcer qu'à la charge de l'appel ; — Reçoit l'appel, etc. ", 19 juillet 1828., C. r. Bourges. 
101,77," — Attendu qu'il est établi par plusieurs actes produits au procès, et par les empiètes, que Praz père a été fermier pendant longues années, et que lorsqu'il s'est retiré dans sa propriété, pour la cultiver par lui-même, il n'a pas cessé par là d'être dans la classe des cultivateurs, quoiqu'à raison de sou âge, il se soit fait aider par des domestiques, pour l'exploitation de son domaine; Attendu que la femme Praz a toujours suivi la condition de son mari, et que quoiqu'après le décès de ce dernier elle se soit retirée dans la maison de son fils, elle n'a pas cessé pour cela d'appartenir à la classe des cultivateurs , et qu'ainsi ses héritiers ne sont pas fondés à invoquer les dispositions do l'art. 1026 , Cod. civ., puisqu'elle se trouve dans l'exception portée audit article ; 
Attendu, d'ailleurs, qu'il résulte des circonstances de la cause et des enquêtes, que la somme de 1,500 fr. a été réellement fournie par Garnier, et que quoique employée dans l'intérêt de Philippe Praz, le billet n'a pas moins eu une cause légitime qui le rend obligatoire pour les héritiers de la veuve Praz, au profit de Garnier, comme il le serait vis-à-vis de celle dernière ; 
Attendu que lors mème qu'il résulterait de; enquêtes que la veuve Praz aurait éprouvé une faiblesse d'esprit , ces mêmes enquêtes prouvent que ce ne serait que peu de temps avant sa mort, et longtemps après la souscription du billet dont il s'agit ; — A mis l'appellation et ce dont est appel au néant ; et par nouveau jugement , sans s'arrêter à toutes les exceptions, fins et conclusions des héritiers de la veuve Praz , dont ils sont déboutés, les condamne à payer à Garnier, avec intérêts légitimes , la somme de 1,500fr., portée au billet du 5 juin 1822, etc. 
", 22 août 1829. , C. r. Grenoble. 
102,77," — Attendu, sur les fins de non-recevoir, et spécialement sur celles tendant à faire rejeter la demande des 2,461 fr. , que Louis Balmary étant porteur d'une lettre de change , aurait dû intenter son action dans les cinq ans à dater de l'échéance ; Attendu , sur les fins de non-recevoir relatives aux sommes de 1,500 fr. et de 581 fr. 55 cent. , que la prescription quinquennale 
Lois et Décisions diverses. 
ne pouvait avoir lieu , puisque ce n' est pas une action commerciale qu'exerce Louis Balmary, mais bien l'action contraire du quasicontrat, negotiorum gestorum, comme ayant payé pour la succession indivise du père commun ces deux sommes réclamées par des tiers porteurs des lettres de change ; — Attendu qu'il n'est nullement établi que ces deux sommes, non plus que celle de 575 fr. 50 cent., objet du dernier chef des conclusions des parties d'Astre, aient été payées par le père commun : — Par ces motifs , réformant quant à ce, a déclaré et déclare prescrite la demande relative au paiement de la somme de 2.461 fr. , à la charge par les héritiers Balmary d'affirmer par serment, devant le tribunal de Moissac , qu' ils estiment de bonne foi qu'il n'est rien dû; pour tout le surplus, ordonne l'exécution du jugement dont est appel, etc. 
", 10 juillet 1829. , C. r. Toulouse. 
103,78," — Attendu que les actes de vente sont simulés (suit l'enonciation des faits et circonstances qui justifient cette décision); Attendu, sur les conclusions subsidiaires de Jean Igounet, que l'art. 845 , Cod. civ. , assujettit tout héritier venant à la succession, au rapport de tout ce qu il a reçu du défunt directement ou indirectement, à moins que la libéralité ne lui ait été faite expressément par préciput et hors part ; que, lorsque les termes de la loi sont si clairs, toute interprétation est inutile, et pourrait être dangereuse ; qu'il ne faut donc pas rechercher quelle a dû être l'intention de l'auteur de la libéralité, mais vérifier seulement s'il a exprimé un préciput : que le mot indirectement, qui se trouve dans l'art. 845, s'applique à tous les avantages faits à un successible d'une manière quelconque , soit par des actes déguisés en faveur du successible lui-même, soit au moyen de l'interposition de tierces-personnes ; que le système d'interprétation, soutenu par l'intimé, ôtorait tout sens raisonnable au mot indirectement, et pourrait le rendre sans application; que la jurisprudence de la Cour est déjà fixée sur cette question, notamment 
notamment son arrêt 2 février 1824 , rapporté au Journal de ses arrêts, tom. 8, 1re. part., pag. 136; qu'il faut donc reconnaître que toutes les fois qu'un avantage aura été fait indirectement à un successible venant à la succession , et qu'il a été déguisé sous la forme d' un contrat onéreux, soit au successible, soit à un tiers, cet avantage devra être rapporté : — Par ces motifs, réformant, déclare que la pièce de terre formant l'art. 4 du chapitre des immeubles de l'état de consistance, demeurera comprise dans la succession de Sylvie Cantayre, mère commune, pour tourner au profit de chacun de ses héritiers , suivant leurs droits (1). 
", 10 juin 1829. , C. r. Toulouse. 
104,79," — Considérant que la veuve Périn-Sérigny a titre apparent; — Met l'appellation et ce dont est appel au néant, en ce qu'il a été ordonné que la levée des scellés et l'inventaire auraient lieu à la requête des héritiers ; — Entendant quant à ce , ordonne qu'il sera procédé auxdits levées de scellés et inventaire à la requête de la veuve, et présence des héritiers, etc. 
", 7 décembre 1829. , C. r. Paris. 
105,80,"— Adoptant les motifs des premiers juges;— Met l'appellation au néant, ordonne que ce dont est appel sortira son plein et entier effet, etc. ", 9 février 1850. , C. r. Aix.
106,80,"— Sur la fin de non-recevoir qui résulterait de ce que s'agissant de dommages prétendus causés aux champs, fruits et récolles, l'action devait être portée devant le juge de paix du canton où étaient situés les héritages, aux termes de l'art. 10, tit. 3 de la loi du 24 août 1790 : — Considérant que c'était bien d'une action pour réparation du dommage aux fruits , récoltes et arbres que le tribunal avait été saisi par l'intimé; mais comme il lui demandait encore réparation du toit qu'il éprouvait par la diminution de valeur de sa propriété, le tribunal do 1re. instance devait en connaître en premier ordre, puisque l'objet du litige rentrait dans son attribution : il a donc dû écarter, comme il l'a fait, celle fin de non-recevoir; Au fond, sur le moyen proposé par cette administration pour faire tomber la demande, moyen qu'elle puise dans l'art. 11 du décret du 15 octobre 1810 , qui ne déférerait selon elle aux tribunaux la connaissance que des actions en dommages proposés contre les établissemens répandant une odeur insalubre ou incommode, en activité avant sa publication , d'où elle induit qu'elle n'est passible d'aucun dédommagement, parceque depuis la publication de ce décret , une ordonnance royale pour les établissemens qui ont donné lieu aux réclamations a été rendue, et qu'elle ne l'a été qu'après qu'ils ont été jugés par l'autorité administrative , toutes formalités prescrites préalablement remplies, ne devoir porter aucun préjudice, mais qu'en tous cas les tribunaux ne doivent pas connaître des demandes à former à cet effet, parcequ'ils pourraient se trouver ou opposition avec cette autorité: — Considérant que si le décret du 15 octobre, a désigné les tribunaux comme devant connaître des actions en dédommagemens proposées contre des établissemens de celte nature, créés avant sa publication, on n'y trouve pas qu'il leur soit interdit de connaître de celles qui pourraient être proposées contre de semblables établissemens créés depuis ; que malgré que l'on ne doive pas douter que l'administration en cas pareil a cherché à concilier l'intérêt public et l'intérêt privé, si ce dernier intérêt se trouve lésé par suite de la détermination qu'elle a prise 
Lois et Décisions diverses. 
lorsque l'on ne trouve pas dans le décret de prohibition expresse au particulier lésé de s'adresser aux tribunaux pour réclamer l' indemnité à laquelle lui donnait droit l'art. 1082 , Cod. civ., il peut les saisir ainsi que l'ont solennellement consacré des arrêts des Cours royales et de la Cour de cassation ; 
Ce moyen écarté, la décision des premiers, juges qui ont préalablement ordonné la reconnaissance du préjudice causé devant recevoir son exécution, il leur restera à en fixer la quotité d'après les résultats de l'expertise ; les frais de l'instance ayant été par eux remis en définitive , leur décision à cet égard doit être également maintenue ; quant à ceux qu'ont occasionés les appels , l'administration échouant, ils doivent dès ce moment être mis à sa charge, puisqui' il n'est porté aucune atteinte aux jugemens rendus, qui en tous points sont maintenus;— Sans s'arrêter à la fin de non-recevoir opposée par l'administration des salines, a mis les appellations au néant avec amende, la condamne aux dépens de ces mêmes appels, ceux antérieurs demeurant réservés, ainsi que l'ont décidé les premiers juges. 
", 14 janvier 1800.,C. r. Nancy.
107,81," — Considérant, que la péremption d'instance n'a pas lieu de plein droit, et qu'aucun jugement préalable à l'action de 1828 n'avait déclaré périmé.: l'instance commencée par la demande du 5 février 1810 ; — Infirme ; et , au principal, condamne Anichini à payer les intérêts , à compter du 5 février 1810, etc. ", 12 janvier 1830 , C. r. Paris. 
108,81,"— Considérant que les qualités et les droits des quatre enfans d'Ignace de Lannoy, condamné révolutionnairement en l'an 2 ont été réglés par le partage administratif du 15 fructidor an 4 Que la division dos biens héréditaires a été opérée en quatre lot» 
égaux, dont deux du chef de Charles-Marie-Hubert, aîné, et de Henri-François-Joseph, puîné, ont été retenus par le fisc pour cause d'émigration ; — Qu'en cet état où, pour Charles de Lannoy , légalement représenté , la qualité d'héritier a été reconnue, elle est devenue irrévocable à l'égard des cohéritiers, stipulant tous au partage , et s'étend à tous les biens de l'hérédité ; — Que la loi du 27 avril 1825 ayant remis dans la succession d'Ignace de Lannoy l'indemnité relative aux biens qui auraient été vendus dans l'intervalle de son décès à La première loi de restitution do l'an 3, Charles de. Lannoy a recouvré, comme ses cohéritiers, les droits dont ton* 
82 
Lois et Décisions diverses 
avaient été privés; — Considérant que l'indivision ayant cesse par le partage de l'an 4 , à l'égard des biens qui y ont été compris, Charles et Henri ont droit divisément aux prix des biens composant leur lot, et vendus au préjudice de chacun d'eux ; — Que l'admission de Charles de Lannoy au partage de tout l'actif de la succession du père commun a, pour conséquence nécessaire, l' obligation de supporter la déduction de sa part dans les dettes, et notamment de rapporter les sommes par lui reçues en qualité de créancier de son père ; — A mis et met l'appellation et ce dont est appel au néant; demendant, décharge Charles de Lannoy, partie de Parquin, des condamnations contre lui prononcées ; au principal, n' ayant aucunement égard aux conclusions et demandes respectives des partics , déclare nulle et de nul effet la renonciation de CharlesMarie-Hubert à la succession d'Ignace de Lannoy, sou père, par acte au greffe du tribunal d'Arras , du 5 frimaire an 11 ; — Ordonne , etc. 
", 11 juillet 1829. ,C. r. Paris. 
109,83," — Considérant qu'un mariage , contracté contre la volonté d'un père, n'empêche pas l'enfant qui éprouve des besoins réels de réclamer une pension alimentaire de l'auteur de ses jours; car une pareille circonstance ne détruit pas les obligations que la loi naturelle établit entre les individus unis par les liens de la paternité et de la filiation ; que, dans l'espèce , le tort qu'a pu avoir la femme P... envers G..., son père, est d'ailleurs, jusqu'à certain point, rendu excusable par le genre détenue de la maison de 84 
Lois et Décisions diverses. 
celui-ci, qui a fait, en quelque sorte, à sa fille une nécessité d'aller chercher un asile hors le domicile paternel..., — Que les époux P... sont chargés de trois enfans, dont l'aîné n'est âgé (pie de neuf ans; qu'ils paraissent avoir pour toute fortune un revenu d'environ 4oo fr., auquel l'état de maladie de P... ne permet pas d'ajouter d'autres ressources par son travail;— Confirme, et condamne G... à fournir aux époux P... une pension alimentaire do 600 fr., etc. 
", 15 avril 1828., C. r. Caen. 
110,84," — Considérant que si l'état qu'exerce habituellement Galas , de marchand de biens immeubles qu'il a achetés et revendus en délai! , ne le constitue pas commerçant, à défaut de disposition précise à cet égard dans le Code de commerce, les premiers juges paraissent avoir été autorisés à lui attribuer celte qualité, en se fondant, soit sur leurs connaissances personnelles, soit d'après le grand nombre de billets do commerce par lui mis en circulation sur la place de Nevers et autres, et les relations d'affaires avec divers banquiers, soit enfin parceque cette qualité lui a été donnée par un grand nombre de jugemens contradictoires, sans aucune réclamation de sa part ; Mais , attendu que lors même qu'il pourrait rosier quelque doute à cet égard , les juges n'en auraient pas moins été autorisés à le condamner par corps par la nature du billet qui, bien qu'il ne soit pas rigoureusement une lettre de change, n'en est pas moins un effet de commerce , puisqu'il est souscrit à Nevers pour être payé à Paris, et ce, pour cause de fonds remis à Nevers» au souscripteur; qu'il contient ainsi remise de place en place, cl constitue un effet de commerce , qui soumet le souscripteur à la contrainte par corps j — Confirme, etc. 
", 4 déc 1829., C. r. Bourges. 
111,85,"— Attendu que les art. 454 et 470. Cod. civ., relatifs à la tutelle légale des père et mère, n'ont aucune application à la Veuve devenue tutrice, qui convole à de secondes noces;— Que celle-ci, en se remariant, se place sous l'autorité d'un tiers, étranger à la famille, qui ne peut avoir, pour les enfans du premier lit de son épouse, les mêmes sentimens de bienveillance, de tendresse et d'affection que les père et mère ; Attendu que la loi, dans la prévoyance d'un second mariage de la mère qui est tutrice, la prive, en ce cas, de 1 usufruit des biens des enfans jusqu'à L'âge de dix-huit ans, accordé à la mère qui so tient dans l'état do viduité (Cod. civ., art. 386); 
Attendu qu'au cas de convoi, la loi donne au conseil de famille la faculté de conserver ou de retirer la tutelle à la mère (Cod. civ., 395);— Que, dès que le conseil do famille peut retirer la tutelle à la mère remariée, il a incontestablement le droit, en la lui conservant , d'assigner, dans l' intérêt des mineurs , les conditions sous lesquelles il la lui laisse ; — Que ce que peut faire le conseil de famille par la délibération qui conserve la tutelle à la mère , il peul le faire par une délibération postérieure ; — Que , dans l'espèce , cette proposition souffre d'autant moins de difficulté que , par L'acte de conservation de la tutelle à la mère, le conseil de famille s'était réservé de délibérer sur la pension de la mineure Abraham , après la célébration du second mariage; — Statuant au fond, confirme , etc. 
", 8 août 1827. , C. r. Rouen ; 
112,85," — Attendu qu'il est de principe qu'une partie clans un jugement, qui n'en a point appelé de son chef dans les délais de la loi, est recevable, néanmoins, à adhérer à l'appel relevé par les autres parties, lorsque l'objet du jugement do l'appel est indivisible ; — Que ce caractère d'indivisibilité se rencontre dans l'espèce actuelle , puisqu'une instance, une procédure , et les actes dont elle se compose, ne sauraient être tout à la fois détruits et maintenus; — Reçoit les parties do Tourneville à adhérer à l'appel do la parlie d'Astre, etc. ", 2 février 1828., C. r. Toulouse. 
113,85," — Attendu que les tribunaux de commerce ne peuvent connaître que des actions à eux expressément attribuées; qu'aucune disposition légale ne leur attribue la connaissance des actions pour salaires des ouvriers ou serviteurs envers leurs maîtres. — Attendu en fait, que l'intimé n'était qu'ouvrier à la journée de l'appelant, et ne réclame que le paiement de ses gages; — Déclare nul et incompétemment rendu le jugement du tribunal de commerce de Marseille, etc. ", 23 janvier 1830. , C. r. Aix. 
115,86," — Attendu que la déchéance établie par l'art. 734, Cod. proc , n'est applicable que dans le cas où l'appel n'a pas été signifié dans le délai fixé par cet article, et qu'on ne peut pas la rendre commune à l'inobservation de la seconde formalité qu'il prescrit, par une disposition qui n'est pas liée avec la première ; Attendu que la femme de Pierre Auduteau n'avait pas besoin d'être autorisée par son mari ou par la justice, pour que les actes d'exécution faits contre elle fussent valables ; qu'avant le jour indiqué pour l'adjudication préparatoire des immeubles saisis à son préjudice , et, avant la signification de ses moyens de nullité contre la procédure , son mari avait été assigné pour l'autoriser, ou la voir autoriser par la justice : que cette autorisation avait, été prononcée lorsque les parties plaidèrent, et qu'elle a été régulière et suffisante ; 
Attendu que le contrat du 19 novembre 1823 contient un règlement sur la créance dont Guichard était cessionnaire contre Pierre Auduteau, une obligation directe de la part de ce dernier envers Guichard pour le paiement de la somme convenue entre eux , enfin l'engagement solidaire de la femme du débiteur, comme caution de son mari ; que ce contrat étant exécutoire par lui-même, pour une somme déterminée, et sans recours à d'autres titres , la' signification qui en a été faite en tête du commandement, tendant à la saisie immobilière , a pleinement satisfait à la première disposition de 
Lois et Décisions diverses. 
87 
l'art. 673, Cod. proc. ; — Sans s'arrêter à la fin de non-recevoir proposée par les mariés Auduteau contre l'appel interjeté par Guichard ;— Faisant droit de l'appel, entendant, déboute les mariés Auduteau des moyens de nullité par eux proposés contre la procédure en saisie immobilière faite par Guichard, déclare la procédure valable, etc. 
", 4 août 182g. , C. r. Bordeaux. 
116,87," — Attendu que la demande des frères Guibert a pour but d'obtenir la rescision des actes de vente à eux passés par les frères Josserand, et la restitution des sommes à eux payées, avec les intérêts ; que pour défendre à cette demande les frères Josserand ont opposé un acte passé devant Bez, notaire au Monestier, le 15 juin 1814, contenant vente, de la part de Jacques Guibert, père des intimés , de la généralité de ses biens auxdits frères Josserand ; qu'il résulte des circonstances et des faits du procès, que les frères Guibert n'ont eu connaissance qu'à une époque rapprochée de leur demande , des vices qu'ils prétendent que contient ledit acte ; que l'action par eux formée est dans les délais de la loi ; que les frères Josserand ayant déclaré vouloir se servir dudit acte , l'inscription de faux incident, formée par les frères Guibert, a été régulièrement admise par le jugement dont est appel -, Attendu que c'est en vain que Les frères Josserand ont invoqué l'art. 637, Cod. instr. , pour repousser l'action des frères Guibert ; que cet article déclare que l'action publique et l'action civile, résultant d'un crime, se prescrivent après dix années révolues, à compter du jour où le crime aura été commis ; que l'action civile dont parle cet article consiste, d'après l'art. 2 du même Code, en la réparation du dommage, qui peut être exercée contre le prévenu et ses représentais : cette double action est véritablement prescrite ; 
mais que ce n'est pas cette action qu'intentent les frères Guibert; que le résultat de la prescription portée par F article précité, en matière de faux, n'est pas de faire considérer comme vraie une pièce falsifiée, et de la mettre à l'abri do toute querelle de la part de celui à qui l'on prétendrait l'opposer ; qu'on peut même , après cette prescription acquise en faveur des auteurs du crime , faire le procès à la pièce par la voie du faux incident civil, toutes les fois que le défendeur déclare vouloir en tirer avantage : ce qui s'infère de l'article 209 , Cod. proc., qui suppose que la procédure en faux incident a pu être faite, et la pièce déclarée fausse, quoique la poursuite du crime fût éteinte par prescription ; — Confirme , etc. 
", 5 décembre 1827. , C. r. Grenoble. 
117,90,"ARRET. LA COUR; — Attendu que le sieur Galy n'était pas caution solidaire, et que le sieur de Aloncaut a rendu inutile pour lui le droit de discussion du sieur Orliac, et que, par son fait encore, la subrogation à ses droits ne peut plus s'opérer; qu'ainsi, la dame d'Alciat, veuve Galy, héritière du sieur Galy , doit, sous ces deux rapports, être déchargée du cautionnement contracté par son mari : — Démet le sieur do Aloncaut de son appel, avec amende et dépens. ", 27 août 1829. , C. r. Toulouse. 
118,92,"— En ce qui concerne l'appel interjeté par Clereau, partie de Me. Calmeil, contre Bonnot et les héritiers Ecuyer , parties de Me. Pervinquière : — Considérant que le jugement dont est appel dispose expressément que Prunier, dont l'hypothèque est générale cl première en date , sera colloqué pour le capital et les accessoires de la créance de 1,200 francs, et qu'un bordereau lui sera délivré sur un acquéreur autre que Clereau et Sorin ; — Considérant qu'aucun appel n'ayant été interjeté à l'encoutre de Prunier, celte disposition est définitive et n'est plus à son égard susceptible de réformation ; Considérant que, dans le cas où l'on pourrait, sans enfreindre l'autorité de la chose jugée, reverser fictivement et proportionnellement sur les autres immeubles dont le prix est à distribuer, la somme due à plusieurs, celle valeur ne pourrait être adoptée , dans la circonstance, sans porter atteinte aux principes sur les hypothèques dont les premiers juges ont fait une juste application. En effet, dans le cas de concours d'une hypothèque générale avec plusieurs hypothèques spéciales ayant des dates différentes et portant, commedans l'espèce, sur des immeubles différons dont le prix est à distribuer par un seul ordre , rien, ainsi que l'a décidé la Cour de cassation par arrêt du 16 juillet 1821 (1) , n'impose aux juges l'obligation de faire sur les biens spécialement hypothéqués la répartition do l'hypothèque générale au marc le franc de leur valeur ; — Considérant qu'il cuire au contraire dans l'esprit de la loi qu'un créancier postérieur en date ne soit pas préféré à celui qui le précède dans le rang des hypothèques , et qu'en restreignant l'exercice de l'hypothèque générale sur une portion des biens du débiteur, de manière que le créancier spécial, premier inscrit, conserve son gage de préférence à un autre créancier spécial, postérieurement inscrit sur un autre immeuble, on opère d'une manière conforme tout à la fois au système de la spécialité des hypothèques et de la préférence due à la priorité de l'inscription ; d'où il résulte qu'en faisant la répartition de l'hypothèque générale de Prunier sur les biens dont le prix était à distribuer, de manière à donner effet aux hypothèques spéciales selon l'ordre de leurs inscriptions, les premiers juges se sont conformés aux vrais principes de la matière; 
Relativement à l'appel interjeté à l'encoutre de la dame Bach : — Considérant que dans le cas où, sans contrevenir aux principes consacrés par les lois qui régissent la matière, on pourrait considérer une obligation au porteur, sans autre désignation du créancier, comme authentique et susceptible de conférer hypothèque, cette hypothèque ne pourrait produire d'effet et fixer le rang du créancier que du jour d'une inscription régulière et contenant, ainsi que l'exige l'art. 2148, Cod. civ., les nom , prénoms, profession et domicile du créancier ; — Considérant que celle indication du créancier tient à la substance de l'acte; que l'exécution de cette formalité intéresse l'ordre public ; qu'elle doit être observée à peine 
Lois et Décisions diverses. 
93 
de nullité, dans le silence même de la loi qui n'a pas textuellement prononcé celte peine;— Considérant que si une énonciation inexacte des nom, prénoms, profession et domicile du créancier n'opère pas la nullilé d'une inscription , si d'ailleurs il est désigné de manière à ne pouvoir être méconnu, on ne peut cependant déclarer valable celle dont il s'agit, puisqu'elle a été prise simplement au profit du porteur, sans autre indication de ses nom, prénoms, profession et domicile ;— Considérant qu'il n'est pas exact de prétendre que si une obligation au porteur est susceptible de conférer hypothèque et de motiver une inscription valable, celle inscription, telle qu'elle a été prise dans l'espèce, doit produire son effet et fixer lo rang du porteur, parcequ'on s'est conformé au prescrit de l'art. 2148, Cod. civ., autant que le comporte la nature de l'acte, et' que le créancier qui devait se présenter étant incertain et inconnu, il était impossible de s'exprimer autrement;— Considérant, au contraire, que, dans la supposition de la validité d'une telle obligation comme authentique et susceptible de conférer hypothèque, il faut décider que tant que le porteur ne juge pas convenable de se faire connaître, aucune inscription valable ne peut être prise à son profit, et que s'il veut conserver son hypothèque et en fixer le rang, il est indispensable qu'il remplisse les formalités prescrites par l'art. 2148, Cod. civ.;—Par ces motifs, dit qu'il a été bien jugé par le jugement, dans les dispositions relatives aux parties de Me. Pervinquière, ordonne que lesdites dispositions seront exécutées suivant leur forme et teneur; déclare qu'il a été mal jugé par le même jugement dans la disposition qui colloque la femme Bach à la date de son inscription du 27 juin 1820; émendant quant à ce, et faisant ce que les premiers juges auraient dû faire, déclare nulle et de nul effet ladite inscription; ordonne en conséquence qu'elle sera rayée do l'état de collocation, etc. 
", 15 décembre 182g. , C. r. Poitiers.
