,page,arrêt,date,juridiction
320,240,"– Vu lea art. 17 de la loi du tt brum. an 7, et 2169 du Code civil;– Et attendu, l°que la désignation de la profession du créancier inscrivant n'étant pas requise par la loi a peine de nullité, cette peint ne pourrait être supplée par le juge qu'autant que cette désignation pourrait être considérée comme une formalité substantielle et intrinsèque de l'inscription, mais qu'on ne peut qualifier de formalité intrinsèque et substantielle à l'acte d'inscription la désignation de la profession du créancier inscrivant, qui n'en est qu'un accessoire purement accidentel, surtout lorsque, comme dans l'espèce, le débiteur hypothécaire n'a pu se méprendre et ne s'est aucunement mépris en eflatsur la personne du créancier inscrivant ;– Qu'il suit de la qu'en annulant sur ce seul motif Pinieriplion hypothé- caire prise par le demanda., en cassation, la Cour d'appel de Besancon a fait, dans l'espèce particuliere, une fausse application de l'article cité de la loi du 11 brum. an 7; Attendu, 2° que s'agissantde la part dudeman- deur en cassation, non d'une poursuite en expropriation forcée dont parle l'art. 2169 du Code civil, mais bien d'une demande en partage ou licitation autorisée par l'art. 2205 du même Code, la même Cour d'appel a déplacé la loi en declarant le demandeur en cassation non recevable dans cette dernière action, faute par lui de l'avoir fait précéder d'un commandement préalable à son debiteur, et d'une sommation au tiers dé- tenteur de l'immeuble hypothéqué à sa créance, formalité que la loi n'exige que pour le cas d'une léntable pouisuite en expropriation forcée ;–Casse, etc. 
"," 1"" oct. 1810", Sect. civ.
321,240," –Vu l'art. 5, dela loi du 27 vent. an 9, portant: «Dans tous les cas où les frais de l'expertise autorisée par les art 17 et 19 de la loi du 22fnm., tomberont a la charge du redevable, il y aura lieu au double droit d'enregistrement sur le supplément de 1 estimation; » Considérant que, dans l'espèce, les frais de l'expertise étalent a la charge des défendeurs que le tribunal l'a reconnu, et qu'il les y a condamnés, en sorte qu'il a contrevenu à l'art. 5, de la loi du 27 vent. an 9, en ne les condamnant pas au paiement du double droit sur le supplément, Donne défaut; Casse, etc. ", 2 oct. 1810., Sect. civ. 
323,241,"-Vu l'art. 34 de la loi du 22 frim. an 7 sur l Enregistrement Attendu que la présomption légale de non enregistrement des vingt et un actes portés sur le répertoire de l'huissier Millard, avec la mention qu'ils avaient subi cette formalité était suffisamment établie dans 1 espèce par le défaut de cette même mention sur les registres du receveur de l'enregistrement, et que cette présomption légale était même corroborée par le silence de cet huissier à cet égard, et le défaut d'exhibition de sa part d'aucun des originaux de ces mêmes actes; – Qu'ainsi le tribunal civil de l'arrondissement de Sedan ne pouvait, sans une violation manifeste de la loi, décharger ledit Millard des condamnations provoquées à ce sujet contre lui par la régie, – Donne «lefaut contre Millard, non comparant; et, pour le piofit – Casse, etc. ", 2 oct. 1810 , Sect.civ.
324,241," Vu les art. 3, 25 et 26, du Code de procédure; Et attendu que, si l'art. 3 place dans les attributions des juges de paix les usurpations de terres commises dans l'année, ce n'est V- l'arrêt du 21 flor an 8; V. aussi Merlin, Rèpert., y Enregistrement (droitd'), §44. 
qu'en considérant comme possessoire l'action formée pour faire cpsser cette usurpation; ce que démontrent évidemment ces termes, et toutes autres actions Possessoires, qui viennent a la suite de l'énuméralion de partie de ces attributions, en sorte que cette action ne tombe dans la compétence de ces juges qu'autant qu'elle est formée au possessoire; – Qu'autrement, et si cette action est dirigée au pétitoire, ce que la loi laisse au choix et à la volonté de celui qui t'intente, ainsi que cela résulte des art. 25 et 26, même Code, qui défendent, l'un de cumuler le possessoire et le pétitoire, et l'autre de passer du pétitoire au possessoire, alors elle est réelle de sa nature, et tombe dans le domaine de la justice ordinaire, a laquelle seule Il appartient d'en connaître; – Attendu que, dans l'espèce, l'action intentée par Morat pour raison de l'usurpation de terres commise par Besse, et sur laquelle ont successivement prononcé le tribunal de première instance d'Issoudun et la Cour d'appel de Bourges, l'a été au pétitoire, puisqu'elle tendait expressément a faire maintemr Morat dans la propriété du terrain usurpé, sans aucune sorte de conclusions à fins possessoires; et qu'elle a même été reconnue comme telle, d'abord par Besse, qui s'était défendu de s'expliquer sur le mérite decetteaction au fond, parce que, simple fermier, et l'action étant purement réelle et faite au pétitoire, son propriétaire avait seul qualité pour y défendre, et ensuite par le tnbunal de première tnstance lui-même, qui, par un premier jugement, n'avait ordonné la mise en cause de ce propriétaire que parce qu'il s'agissait de la propriété d'un terrain anticipé sur lui; – Attendu que vainement ce tribunal et cette Cour, pour autoriser le renvoi de cette action devant la justice de paix, se sont fondés sur ce que cette action devait être regardée comme possessoire par suite du refus du propnétaire de prendre le fait et cause de Besse, son fermier, soit parce que ce refus n'avait pu faire perdre a cette action sa qualité primitive, qui était purement petitoire, soit parce que même, depuis ce refus, Morat ayant persisté, dans des conclusions postérieures, a agir au pétitoire, il ne pouvait dépendre des tribunaux, ni d'assujettir le demandeur à avoir un premier procès au possessoire, et ensuite un second au pétitoire, ni lui faire cumuler deux actions que l'art. 25 ci-dessus cité déclare incompatibles, ni le faire passer du pétitoire au possessoire, contre le vœu; très-formel de l'art. 26; d'où il suit que l'arrêt attaqué a expressément contrevenu aux art. 3, 25 et 26 ci-dessus cités, en confirmant un jugement qui avait renvoyé devant une justice de pall une action à fins pétitoires, et qui, comme tel, ne pouvait être que de la compétence exclusive de la justice ordinaire, que Morat en avait saisie; –Donne défaut, et pour le profit;-Casse, etc. ", 3 oct. 1810., Se'ct. civ. 
325,242,"– Vu les art. 564 du Code de commerce et 459 du Code civil;-Et attendu que le Code de commerce ni aucune autre loi ne chargent les tribunaux de commerce de la vente des immeubles des débiteurs faillis; que l'art. 564 de ce Code porte que « cette vente sera faite suivant les formes prescrites pour la vente des biens des mineurs; » que, suivant l'art. 459 du Code civil, la vente des Immeubles des mineurs doit se faire aux enchères, qui seront reçues par un membre du tribunal de première instance ou par un notaire à ce commis; que l'une des principales formes d'un acte public est la compétence des magistrats ou officiers qui doivent y intervenir; -Attendu enfin que, suivant les art. 707 et 965 du Code de procédure, les enchères doivent être faites par le ministère d'avoués, et qu'il n'existe point d'avoués a« tribunal de commerce; – Casse pour excès de pouvoir, dans l'intérêt de la loi, etc. ", 3 oct. 1810.,Sect. req.
326,242,"– Vu l'arrêté du directoire exécutif du 17 Iherm. an 4; -Attendu que, par l'art. 8. de la loi du 8 flor. an 11 la seconde ligne des douanes a été portée a la distance de deux mynamètres ou quatre lieues anciennes et que la disposition ci-dessus a pu être exécutée dans la formation de cette seconde ligne;- Que la saisie dont il s'agit a eu lieu dans une maison située dans la ville de Seix; Qu'il se trouve un bureau de seconde ligne dans cette ville, et que, (I) F. conf., Cass. 29 mai 1807, et la note. F» aussi Merlin, llêpert., y"" Douanes, § 8, no 3. par le fait de cet établissement, elle est évidemment et nécessairement soumise, dans toute son étendue, aux lois relatives a la police des frontières,– Qu'en supposant que les préposés de la régie n'eussent point jusqu'alors considéré les habitations existantes en deça du bureau, comme comprises dans la ligne, cette négligence ou cette erreur ne pouvait pas être pour les tribunaux un motif d excuser les contraventions a la loi, a l'exécution de laquelle un usage abusif ne saurait dicter Que, dans l'espèce le sieur Silleyre n'a pu justifier, lors de la saisie, que la cassonnade trouvée chez lut, renfermée dans deux sacs caillés sous un four, y avait été apportée après l'obseivation des formalités prescrites pour en rends l'introduction régulière; et qu'ainsi, il y avait lieu d'appliquer à cette contravention les peines portées par la toi – Que cependant la Cour de justice criminelle du département de l'Anége, sur le seul motif que la saisie avait été faite dans une partie de la ville de Seix qui n'était et ne devait pas être considéTee comme compnse dans la ligne, a déclaré la saisie nulle, et acquitté le prévenu Que, par la, cette Cour a méconnu le principe établi par l'arrêté du gouveinement ci-dessus rappelé, et violé les dispositions des lois et decrets relatifs a la police des frontièies et a l'importation des denrées coloniales;-Casse, etc. 
", 4 oct. 1810 , Sect. crim.
327,243,"– Vu fart. 36, lit. 2 de la loi du 22 juill. 1791 sur la Police correctionnelle; – Vu (1) Cette décision est applicable encore l'anticipation faite en labourant sur le terrain d'autrui ne donne lieu qu'a une action civile, à moins qu'elle ne soit accompagnee des circonstances prévues par leb art. 389, 451 et 456 du Code pénal. aussi l'art. 456 du Code du 3 brum. an 4;-Considérant qu'il est déclaré en fait, par l'arrêt dénoncé, que, pendant l'hiver de 1809, Mathieu Perlo a admis les habitans des environs du heu de son domicile, a jouer dans son écurie a un jeu de hasard; que ce fait constitue réellement le délit prévu par l'art. 36,tit. 2 de la loi du 22 juil. 1791 d'ou il suit que la peine prononcée par cet articledevaitètreappliquéeauditSIathieu Perlo; que peu importe que celui-ci connût les personnes admises au jeu, ou que les sommes que l'on Jouait fussent peu considérables, puisque la loi ne reconnait point de semblables circonstances comme pouvant excuser le deht; Que c'est néanmoins sous de pareils prétextes que la Cour de justice crimmelle du département de la Stura a prononcé l'acquittement du prévenu, en quoi elle a excédé ses pouvoirs et wolé les lois pénales; – Casse, etc. 
", 5 oct. 1810 , Sect. crim. 
328,243," Sur les conclusions conformes de M. Pons, avocat général;– Vu l'art. 26, n° 6 du titre 4 de la loi du 13 brum. an 7, portant « Il est prononcé une amende du vingtième de la somme exprimée dans un effet négociable, s'il est écrit sur papier non timbré, pour contravention aux art. 22 et 23 les contrevenans paieront, en outre, le droit de timbre; » – Etconsidérant, 1» que cette amende est indivisible; 2° que l'expression générique de contrevenans, loin d'indiquer la faculté de la diviser par moitié entre celui qui fournit le billet et celui qui le reçoit, comprend dans ce seul mot tous ceux qui ne feraient pas ce qui leur est prescrit par les six divisions de cet article 26; que pour diviser ainsi la peine entre les deux contrevenans Il faudrait que la loi eùt exprimé clairement cette intention, ce qui ne se trouve ni dans la loi du 13 brum., ni dans celle du 6 prair.; – Considérant que le tribunal civil de Marmande, en divisant une poursuite en condamnation d'amende que la loi n'a point divisée, a mal interprété et violé l'art. 26 de la loi citée;– Casse, etc. ", 8 oct. 1810., Sect. civ. 
329,243,"-Vu l'art. 12 de la loi du 22 frim. an 7;– Attendu qu'il résulte des actes de vento des 27 juin 1796 et 21 juin 1806, que l'immeuble dont il s'agit a été successivement possédé par Bertrand aîné et par Bertrand jeune; d'où Il suit qu'il a existé une vente secrète de l'un à l'autre, dont les droits n'ont pas été acquittés;–Attendu que cette preuve autorisée par la loi n'a pu être détruite par la production d'un acte de partage passé entre les deux frères sous seing privé, à la date du 29 ventôse an 8, enregistré le 9 thermidor an 12, dans lequel ils avaient fait entrer cet Immeuble dans la masse des biens de leur père, tandis que cette terre avait été acquise par Bertrand aine, après la mort de son ront solidaires pour le paiement du droit el des amendes. père qu'elle ne peut être annéantie par la supposition d'une société qu'on a prétendu avoir existé entre les deux frères en l'an 6, lorsque Bertrand ainé a acquis cette propriété, puisqu'il est convenu qu'àcetteépoqueRertrand jeune étaitmineur, etsousla tutelle de son frère, ce qui exclut tonte idée de la société entre eui; et que d'ailleurs Bertrand aîné a déclaré dans l'acte du 27 juin 1796, acquérir pour lui, et non pour te compte d'une société d'où il suit qu'en rejetant la contrainte décernée par l'administration, le tribunal de Marmande a violé la loi ci-dessus rapportée; -Casse, etc. 
", 9 oct. 1810., Sect. civ.
330,244,"– Vu l'art. 69, § 7, n« 1 de la loi du 22 fnm. an 7;-Et attendu que, dans l'espèce, la cession contenue dans l'acte de mariage du 8 fev. 1806, aurait dû être rescindée par un jugement pour que le deuxième acte du 20 avril 1807 eût pu être considéré comme un simple acte de partage non sujet au droit proportionnel mais la résiliation du premier acte ayant été volontairement consentie entre les parties, celui du 20 avril 1807 n'a pu être considéré que comme une rétrocession des immeubles cèdes en 1806, et soumis par conséquent aux droits de mutation établis par l'article précité de la loi du 22 frun. an 7; d'où Il suit que le tribunal de Bazas, en libérant la defenderesse de la contrainte décernée pour cet objet, a évidemment Moléles dispositions de la loi du 22 frim. an 7; -Casse, etc. ", 10 oct. 1810.,Sect. civ.
331,244," Attendu que si le jupe de paix de Hombourg département du Slont-Tonnerre avait dû prononcer en qualité du juge civil, sur la plainte en injures verbales dont il avait été saisi a la poursuite de la femme de Feibelman, ce juge ayant remojc é la citation devant le tribunal de police, l'instruction devant ce tribunal de\ait avoir lieu conformément a l'art. 162 du Code des dclits et des peines que l'instruction faite devant le juge de paix ne pouvait dispenser le tnbunal de police de celle qui lui étaitordonnée par l'art. 162 du Code du 3 brum. an 4 que néanmoins les parties n'ont pas été citées, ni les témoins entendus devant le tribunal de police; qu'il en résulte une conlra\ention formelle audit art. 162;-Casse, dans l'intérêt de la loi. ", 11 oct.1810 ,Sect. réun.
332,244,"LA COUR;-Vu l'art. 88 de la loi du 27 vent. an 8 ;-Vu aussi la disposition de l'art. 162 de la loi du 3 brum. an 4, titre des Tribunaux det police; – Attendu, d'une part, qu'il n'apparaît aucun règlement administratif auquel les nommés Coiblin et FaHot auraient contrevenu; que, d'autre part, le jugement du tribunal de Lisieux, département du Calvados, ne présente pas l'insertion de la loi ou du règlement de police qui autoriserait la condamnation de l'amendc qu'il a prononcée; qu'ainsi, ce jugement sans base légale contient contraventuon aux lois et aux formes judiciaires, et ex( es de pouvoir;– Casse, etc. ", lt oct. 1810., Sect. cnm.
333,254," Attendu que l'art. 6 ni aucune autre difposnion de t'édtt de 1771 n'ont soumis l'acquéreur d'un immeuble qui veut le purger des hypothèques qui le grevaient entre les mains du vendeur et des précédens propnétaires, à déposer au greffe tous les contrats de vente non ratifiés, et a prendre sur chacun d'eul séparément et successivement des tetties de ratification; que cette voie longue et embarrassante serait sans objet, dés que le dernier contrat déposé ferait une mention exacte de la filiation de toutes tes précédentes ventes et mutations, et ind<queratt tous ces d(vers actes, avec tes noms et prénoms des précedens ptûpriétaires; Attendu que ce mode, plus simple, plus eïpédiuf, atteint le même but dans t'tntérêt des acquéreurs, comme dans celui des créancters opposans, les recherches a faire par le conservateur ne pouvant être ni d)fficiles ni longues; que ce mode est conforme a t'tntentionbœn manifestée par le tég)s)ateur dans le préambule de t'édtt; qu'il est dans son espnt comme dans son conteïte; qu'tt résulte, notamment des art. 7, 26 et 27; qu'tt se trouve aussi indiqué comme le plus conforme a cette loi par la générahté des commentateurs; qu'tt a été sum dans la pratique et mamtenu par les tribunaux; Attendu que, dans l'espèce, toutes les indtca- sation que contre les jugemens rendus ensuite d'une requête eiti!e ou sur appel d'un jugement arbitral. Carré, n"" 3387; Merlin, T<rt«roy<- Avant le Code de procédure il en etait autrement. La Cour de cassation a jugé qu'<) y avait i)eu de casser un jugement arbitra! rendu sans que les parties eussent eté mises a même de se defendre. f~.Cass. 7 brum. an t3. –Mais, d'apres ce quivient d'être dit, 
tions nécessaire! voulues par la toi se trouvaient, tant dans l'acte dépose au greffe, que dans t'eitrait duditacte, amcbé, ams) qu'n a étejust~Be et qu'tt a été reconnu constant par t'arrët attaqué; que le conservateur Behagle aurait, dû d'au'tant moins se dispenser de faire ces recherches, que tes lois des 21 ntV. et 17 prair. an 4, en mettant tes registre! de la conservatton de Barbezieux, supprimée, à sa disposition, lui en rappelaient formellement l'obligation qu'il suitdtja~ que l'arrêt attaqué n'a point v<n!é l'art. 6 préoté, et qu'tl a fait une juste apphcatton des art. 17 et 47 de l'éditde 1771; Quant au pourvoi des créanciers Despriez et consorts contre ce même arrêt, au chef qui leur a refusé leur recours direct contre tes acquéreurs Tesmères et consorts -Attendu que ces acquéreurs ayant obtenu des lettres de ratification sur leur contrat, ams) qu'il a été dtt, tes hypothèques se sont trouvées purgées qu'Usent valablement payé, par suite, le prix de teursacqutSttions, et que, par conséquent, ils n'ont pu être passibles du recours demande < contre eux; qu'il suit de la que l'arrêt, en n'accordant à ces créanciers que celui subsidiairement demandé contre !e conservateur Behagle pour raison de l'omission, s'est parfaitement conformé aux art. 7 et 27 de l'ëdtt; Rejette les deux pourvois, etc. 
", t7 oct. t8tO.,Sect.c:v.
334,255,"–Considérant, ainsi que l'a fait la Cour d'appel de Liège, que les moyensde nullité proposés par Maas contre le jugement d'arbitres volontaires, du 16 ma) 1808, mter~enu entre lui et Geoffroy Feuser, n'étatent pas compris dans l'art. 1028 du Code de proc., et que, d'autre part, le défaut de sommation relevé par Maas ne pouvait pas, dans l'espèce, lui fournir un moyen de nullité de tout quo< Il résulte que l'arrêt attaqué n'a violé ni l'art. 1009 ni les art. 10M et 1028,Rejette, etc. ", 17 oct. 1810.,Sect. req.
335,255,"-Vu l'art. i5 de l'ord. de 1563,etc.; Attendu, que t'opposihon formée par la Bastuze au jugement rendu contre lui en dermer ressort et par défaut, !t Hjuin 1792, ne formait point une instance séparée de celle sur laquelle ledit jugement par défaut est intervenu. mais qu'elle en est la suite immédtate, et qu'elle se rattache à tous les acte, anténeurt pour n'en former qu'une seule et même instance qn'auï termes de l'art. 15 de l'ordonnance de 1563, la péremption devait s'apphquer, st eUe étatt acquise, à tous tes actes de t'tnstance, sans qu'tt fut permis aux juges de la restrondre à certains actes par.ticuliers, qu't) suit de là que le tribunat civil de Toulouse, en sondant une même instance pour ne faire porter la péremptton que sur les dermers actes, à partir de l'opposition et au pront du demandeur Marcillac, a commis un exc~s de pouvoir, faussement appliqué etviolét'art.t5 de t'ordonnance de 1563.-Casse, etc. ", 23 oct. IStO.,Sect. civ.
336,255,"LA COUR;–Vu l'art. 2272 du Code cm);–Attendu que faction des médecins, chirurgiens et apothicaires pour leurs visites, opérations et médicamens, se prescrit par un an;-Que cette prescription, étant fondée sur la présomption de paiement résultant de ce que d'ordinaire on n'at* tend pas un temps aussi long a se faire payer de ces sortes de dettes, court du jour de chaque fourniture et s'accomplit par la réunion du temps couru sur la tête du débiteur et sur celle de l'héritier ;–Que ce principe est d'autant plus certain qu'il se trouve consacré par les art. 2274 et 2275 du même Code;-Qu'en décidant le contraire, le jugement attaqué viole formellement fart. 2272, ci-dessus transcrit;–Donne défaut contregabriel Satva, et pour !eproSt,–Casse, etc. ", 29 oct. 1810.,Sect. civ.
337,256,"-Vu les art. 134t, 1347 et 1348 du Code ctvt);–Attendu que l'art. 13M défend d'admettre aucune preuve par témoins contre et outre le contenu am actes, et sur ce qui serait atteguéavor été dit avant, lors ou depuis les actes, encore qu'il s'agisse d'une somme ou valeur moindre de 150 francs;–Attendu que cet artic)e ne reçoit d'exception, aux termes des art. )3t7 et 13M, que torsqu'i) existe un commencement de preuve par écrit, ou iorsqu'i) n'a pas été possible de se procurer une semblable preuve,' -Attendu, dans l'espèce, que les parnes ne se trouvent ni dans t'unem dans l'autre des eiceptions autorisées par lesdits art. 1347 et 1348, puisque t'arrët dénoncé n'a pas déclaré qu'ft existât un commeucement de preuve par écrit, ou qu'il n'avait pasétépossiNe au défendeur de rapporter une preme écrite du fait par lui arttculé ;-Attendu qu'il s'ensuit que l'arrêt dénoncé, en admettant le défendeur a la preme testimoniale des faits par lui allégués, a uo)ë ledit art. 13H du Code cm);–Casse, etc. ", 29 oct. 1810.,Sect. ctv.
338,257,"-Vu fart. 111 du Code civil; le dernier alinéa de l'art. 59 du Code de proc., et t'art. 420 du même Code;-Attendu que le billet Musent le 17 janv. t809, par le demandeur en faveur du défendeur, n'était point un effet commercia);–Attendu que la promesse contenue dans ce billet d'en payer le montant au domicile du créancier a Lyon, n'était qu'une simple indication du lieu de paiement;–Considérant qu'il résulte des articles cités que ce n'est, en matière Civile, que dans le cas d'élection de domicile que !e Code civil donne au demandeur le pouvoir de poursuivre le défendeur au domicile convenu, devant les juges du domicile Considérant qu'en appliquant à la simple déclaration du heu pour le paiement ce que la loi n'a permis que pour le cas d'élection de domicile, les juges de Lyon ont faussement apphqué et par là vioté les art Hl du Code ou), et 59 du Code de proc., –Cas~e.etc. ", 29 oct. 1810,Seet. civ. 
339,257,"–Attendu quelaloi laisse àla prudence des juges d'ordonner ou de ne pas ordonner le sermentsupptétit suivant les circonstances dont elle remet l'appréciation a leurs lumières et a leur conscience; que le serment déféré par la dameUechastenetausieurMontbrunestpurement ~upp!ett/ puisqu'elle ne l'a déféré que <ttt)!<diatrement a tous moyens, et qu'il n'a apparu a la cour d'appel d'aucune présomption qui ait pu t'autorisera t'ordonner dans l'espèce; et que, par suite, en refusant d'y assujettir le sieur Montbrun, la cour d'appel n'a vtoté aucune loi de la matière,–Rejette, etc. ", 30 cet. IStO.,Sect. civ.
340,258,"-Vu les ai t. 870 et 1017 du Code fivit;–Et attendu que l'arrêt attaqué atteste que, lorsque l'action des légataires a été formée, Il y avait a peu près onze ans que la succession dont <t s'agit avait été partagée entre les differens héritiers qu'ainsi, ces héritiers ou l'un d'eux ne pouvaient, suivant les articles du Code ci-dessus cites, être condamnés que personnellement pour leur part et portion, et hypothécairement pour le tout;-Que l'arrêt attaqué, en condamnant le demandeur solidairement au paiement des legs, \iote ouvertement les articles du Code ci-dessus cités;–Casse, etc. ", 7 not. t810 ,Sect civ.
341,258,"–Vu les art. 80 de la toi du 27 vent. an 8, 12 du titre 6 de la loi du 4 germin. en 2; 10 de la toi du )4 fructid. an 3, et 6 du tit. 4 de la toi du 9 uor. an 7,-Casse pour excès de pouvoir, dans t'mtërêt de la loi seulement, le jugement dénoncé, etc. ", 8 nov. 18)0.,Sect. req.
342,259,"-Vu fart. t"" de la toi du ;g mars 1793 ;-Les art. 3 et t de t'arrête du gouvernement du 3 uor. an tt – Constdérant que de l'ensemble de ces fois, il résulte que ceux qui, à l'époque de la toi du lï vent. an 8, étaient inscrits sur les listes générales d'émigrés, et qui, à t'époquc du 4 niv. précèdent, n'étaient ni rayés, ni élimines, sont considères comme émigrés; Considérant que ladite loi du ta vent. les a frappés de la mort civile, prononcée par l'art. 1"" de la toi du 28 mars t793 ci-dessus cite que cetto peineaëté.part'effetdetamémeioi.encouruo dès l'époque de t'émigration;–Considérant quo le sieur Jauritt était inscrit sur la liste des émigrés, tt réellement émigré en tTM et dans les premiers mois de l'an 3, lorsque ses hiens ont été confisqués et vendus publiquement, sur la poursuite des agens du gouvernement, et que son épouse tes a acquis aux enchères; Que, dans cet état, il a cessé légalement,d'être en communauté avec sadite épouse que par suite de cette cessation tes domaines et tes meubles acquis par ta dame Jaurias, en vent. an 3, lui ont appartenu a teietusiondu sieur Jaurias;–Que l'amnistie de ce dernier, à lui accordée en l'an 10, n pas eu d ettet rétroactif;–ConsidérantquetetribunatdeRibcrac,)oindeyio)er ou mal appliquer ceslois, t'est eiactement con- formé aux principes qu'elles établissent ;-Rejette, etc. 
", t9 nov. <8tO.,Sect. req.
343,262,"-Vul'art. 1251, n°3, du Code ci.vil Et considérant que les Calliano formant la revendication des cotons en question la demandaient nécessairement dans toute l'étendue des qualités et des droits que leur donnait l'achat qu'tts avaient fa)t en leur nom personnel, et paye de leurs deniers, quoique pour compte d'autrui que si la Cour d'appel de Colmar a pu, d'après l'appréciation par elle faite des lettres, facture et autres actes du procès ne pas tes regarder comme vendeurs, par la raison qu'!)s les avaient achetés d'ordre et pour compte de Saltzmann, du moins elle n'a pu méconnaitre que, dans cet achat, tes Calliano s'étaient engagés pouretavecSatztmann; que, dés lors, ils avaient eu intérêt d'acquitter le prix de cette vente; et qu'en t'acquittant, ils avaient été subrogés de plein droit au heu et place des vendeurs, conformément à t'articte cité; en sorte qu'en leur refusant la revendication par eux demandée, la Cour d'appel de Colmar est contrevenue à l'art. 1251, c° 3 du Code citi) ;–Casse, etc. ", Ii nov. tStO.,Sect civ.
344,262,"~oppootfon d'un d~tcant, fût-elle purement verbale, constttue un refus d'exercice. (Droits réunis- C. ",puy.), AEHM. LA COUR;
349,266,"–Vu tes art. 780 et 1030 du Code de procédure Et considérant que l'huissier dont parle l'art. 780, comm« par le jugement qui prononce la condamnation par corps, ou par tepré~dentdu tribunal de premtère instance, reçoit évidemment la mission de faire toutes les stgnificattons du jugement qut peuvent être nécessaires a son exécution et pour lesquelles la loi exige un huissferparUcuherement commis; que, par la requête présentée au président du tnbuna) de première instance, Cazenave demandait la nomination d'un huissier pour faire la sigmBcation de l'arrêt dont tt s'agit, avec commandement par corps et autres actes subséquens que le président commit l'huissier Maziére pour procéder conformément aux dispositions de l'art. 780; que cette commission n'était et ne pouvait être timitée à une première signification de l'arrêt, encore bien que cette signification pût renfermer quelque irrégutanté; qu'aucune ici ne défend a celui qui a fait faire un exploit inégutier de se servir du même huissier pour eu faire faire un plus régutier; qu'en prononçant cette incapacité contre un huissier, et en annulantlesseconds etptoitsréguhêrement faits par )ui, taCouinnpériatede Bordeaux a commis un excès de pouvoir, et est contrevenue formeUement a fart. 1030 du Code de procédure; -Casse, etc. ", 26 nov. tStO.,Sect. civ.
351,267,"-Vu l'art. 3 du décret de la consulte de Rome du 28 ]uiU. t809 – Considérant que, par sentence rendue à Rome, par contumace, le 27 mal t800, le duc Pie Boneth fut condamné à la peine de mort pour cause de rébethon sacr~ége;–Que, par la même sentence, les biens du ducPie-Bonett) furent conHsqucs; –Considérant que, le 25 fév. 1801, le pape rendit un bref par lequel il accorda la grâce réclamée par le duc Pie Boneth – Que le pape ordonna en outre par ce bref, que les biens dont la conûscdUon avait été prononcée sentent rendus au duc Pie Bonelli, pour en jouir a compter du jour de la gtace;–Cons<dërant que postérieure- ment à la reumon de Rome à l'empire français, le duc Pie Bonelli s'est pourvu devant la Cour de justice criminelle de Rome, en révtsion de la sentence du 27 mai t800 ;–Qu'it a soutenu que, d'après l'art. 3 du décret de la consulte, il y avait lieu a l'acquitter, dès que les poursuites n'avaient été dirigées contre tut que pour des faits rotatifs au système politique de l'ancien gouvernement; –Considérant que ta Cour dont t'arret est attaqué a néanmoins deciare qu'il n'y avait pas heu de statuer sut la réctamation du duc Pie Bonet)) ;–Que cette Cour s'est fondée en premier heu sur ce que )e décret de la consulte était mapphcabte, lorsque t'ancien gouvernement avait prorédé luiméme a t'abohuon des condamnations pénates; Que cette Cour s'est focdée, en outre, sur ce que la grâce accordée par le pape avait produit un etTet égat a celui qui pourrait résulter de la revmon;–Considérant quel'art. 3 dudit décret ne comporte pas la modification et la restriction qui ont seri i de base à l'arrèt attaqué ;–Qu'en effet, cet article, en ouvrant la vote de la revision, autorise tout condamné à agir pour parvenir a être acquitté des poursuites; Qu'en cas d'absolution, toute idée de delit et par conséquent de cutpjbihté disparaît, tandis que ta grâce (rMor«'dMCod<;x'<t ,t.6,p.5t9et53S) V.dansie même sens, Merlin, Rép., ~° r~me'njttff., art. 6. (t) Les différente! constitutions du royaume et la Charte, ont conferé au Roi le droit de faire grâce, 1 et celui de commuer les peines. Mais ce drott peut Il être étendu jusqu'à la remise des incapacités ? Une telle opinion ne serait qu'une confusion des principes lesplus incontestables. Les limites du drondegracese trouvent dans ta définiuon même que la Charte en a donnée. II en résutte, en effet, que ce droit ne peut s'exercer qu'à l'égard des condamnations qui ne sont pas encore subies; que la grace ne peut avoir d'autre effet que de dispenser de la peme, sans abolir la condamnation sans effacer l'infamie qui y est attachée; enfin qu'elle ne s'applique qu'aux peines proprement dites. Lft réhabihtatMn sente fait 
présuppose au contraire un délit existant et la culpabilité reconnue; 
Considérant. en outre, que !e pape faisant grâce au duc P'eBonetii,atimité cette gr&ceata rémission dela peineetalarestitutionde lajoutssance des biens, a compter du jour de sa grâce –Considérant que le bref du pape n'a pas fait cesser les effets de la mort civile encourue par le réclamant, dans le temps intermédiaire de la contumace Que par conséquent le duc Pie BoneHt n'a pas été réhabilité à l'effet d'acquérir les successions auxquels it pourrait avoir été ap.pe)é dans ce temps intermédiaire -Que, pour que le bref du pape eût produitcet effet, il aurait dû être conçu dans des termes généraux et absolus, qui eussent manifesté la volonté de faire rentrer le duc Pie Bonelli dans l'exercice des honneurs, des dignités, de tous tes droits quelconques, et de faire considérer la condamnation comme non avenue Considérant que la voia de la révision ouverte parle décret de )aeonsu)te, attribue des droits bien plus étendus, puisque l'absolution ou l'acquit indéfini de celui qut& recours a cette voie, peut en être le résultat; qu'en refusant de s'occuper de la demande en révision formée par le réclamant, et de vérifier les circonstances desquelles dépendait le sort de cette demande, aux termes dudit décret, la Cour dont l'arrêt e~t attaqué, a ~loté l'art. 3 dudit décret, et commis un excès de pouvoir ;-Casse et annuité, etc. 
", 30 nov. ISlO.,Sect.cnm.
